渠道代号,日均UV,平均注册率,平均搜索量,访问深度,平均停留时间,订单转化率,投放总时间,素材类型,广告类型,合作方式,广告尺寸,广告卖点
A202,38.57,2.9999999999999996,28.0,1.8591,76.34,2.0,6,jpg,横幅,cpc,600*90,直降
A204,538.46,1.0,31.0,1.8848,127.14,1.0,7,jpg,横幅,cpc,600*90,直降
A205,315.57,2.0,35.0,1.816,123.49,2.0,23,jpg,横幅,cpc,600*90,直降
A206,0.49,0.0,857.0,4.3429,548.6,0.0,8,jpg,横幅,cpc,600*90,直降
A207,292.98,0.0,25.0,1.8332,138.98,0.0,2,jpg,横幅,cpc,600*90,直降
A208,296.14,0.0,31.0,1.9034,101.06,0.0,2,jpg,横幅,cpc,600*90,直降
A209,36.53,8.0,91.0,2.1337,161.22,10.0,7,jpg,横幅,cpc,600*90,直降
A210,2604.89,1.0,11.0,1.873,76.43,0.0,11,jpg,横幅,cpc,600*90,直降
A211,1.44,0.0,68.0,1.0,86.0,0.0,4,jpg,横幅,cpc,600*90,直降
A212,0.93,0.0,0.0,1.5914,59.28,0.0,4,jpg,横幅,cpc,600*90,直降
A213,830.9,0.0,15.0,1.8754,77.77,0.0,5,jpg,横幅,cpc,600*90,直降
A214,61.83,2.0,0.0,1.9279,83.03,1.0,27,jpg,横幅,cpc,600*90,直降
A217,0.88,0.0,566.0,3.783,417.36,54.0,4,jpg,横幅,cpc,600*90,直降
A218,413.49,0.0,33.0,2.0443,151.66,0.0,1,jpg,横幅,cpc,600*90,直降
A219,0.6,0.0,930.0,3.6047,422.59,40.0,21,jpg,横幅,cpc,600*90,直降
A220,267.82,0.0,27.0,1.8544,124.81,0.0,15,jpg,横幅,cpc,600*90,直降
A221,151.88,0.0,22.0,1.7966,175.38,0.0,6,jpg,横幅,cpc,600*90,直降
A222,548.71,0.0,23.0,1.9003,118.96,0.0,22,jpg,横幅,cpc,600*90,直降
A223,5.24,0.0,0.0,1.9237,119.78,0.0,27,jpg,横幅,cpc,600*90,直降
A224,1345.56,0.0,11.0,1.8324,80.33,0.0,28,jpg,横幅,cpc,600*90,直降
A225,950.39,0.0,7.0,1.4946,221.93,1.0,20,jpg,横幅,cpc,600*90,直降
A226,707.09,0.0,4.0,1.8627,98.31,0.0,3,jpg,横幅,cpc,600*90,直降
A227,88.72,0.0,17.0,2.2162,165.41,0.0,9,jpg,横幅,cpc,600*90,直降
A228,155.81,0.0,23.999999999999996,1.8435,100.2,0.0,8,jpg,横幅,cpc,600*90,直降
A229,136.97,0.0,22.0,1.8675,77.1,1.0,5,jpg,横幅,cpc,600*90,直降
A230,309.7,0.0,13.0,1.8047,86.29,0.0,5,jpg,横幅,cpc,600*90,直降
A231,117.5,1.0,25.0,1.8284,101.37,0.0,21,jpg,横幅,cpc,600*90,直降
A232,106.87,0.0,23.999999999999996,2.1959,165.49,0.0,2,jpg,横幅,cpc,600*90,直降
A233,297.22,1.0,28.999999999999996,1.8578,123.74,0.0,24,jpg,横幅,cpc,600*90,直降
A234,167.75,0.0,26.0,1.8706,185.82,2.9999999999999996,18,jpg,横幅,cpc,600*90,直降
A235,829.38,0.0,25.0,1.8948,107.93,2.0,24,jpg,横幅,cpc,600*90,直降
A236,634.46,0.0,14.0,1.7834,159.79,0.0,15,jpg,横幅,cpc,600*90,直降
A237,184.86,0.0,17.0,1.823,83.28,2.9999999999999996,7,jpg,横幅,cpc,600*90,直降
A238,444.57,0.0,9.0,1.3652,163.19,1.0,1,jpg,横幅,cpc,600*90,直降
A239,99.87,0.0,8.0,1.8737,93.7,0.0,25,jpg,横幅,cpc,600*90,直降
A240,255.12,0.0,20.0,1.987,192.27,0.0,23,jpg,横幅,cpc,600*90,直降
A241,484.6,0.0,23.999999999999996,1.7611,210.73,0.0,28,jpg,横幅,cpc,600*90,直降
A242,289.89,0.0,23.999999999999996,1.9907,142.93,0.0,28,jpg,横幅,cpc,600*90,直降
A243,286.49,0.0,16.0,2.0016,217.64,0.0,15,jpg,横幅,cpc,600*90,直降
A244,518.55,0.0,14.0,1.8053,158.75,1.0,29,jpg,横幅,cpc,600*90,直降
A245,981.16,0.0,15.0,1.864,77.2,1.0,1,jpg,横幅,cpc,600*90,直降
A246,557.57,1.0,13.0,1.6529,132.02,1.0,25,jpg,横幅,cpc,600*90,直降
A247,169.09,0.0,25.0,1.8829,94.91,0.0,21,jpg,横幅,cpc,600*90,直降
A248,119.4,1.0,20.0,1.8281,148.43,0.0,20,jpg,横幅,cpc,600*90,直降
A249,119.14,0.0,11.0,1.8204,112.15,0.0,29,jpg,横幅,cpc,600*90,直降
A250,131.73,0.0,27.0,2.2175,173.47,0.0,27,jpg,横幅,cpc,600*90,直降
A251,365.14,1.0,27.0,1.8602,125.84,0.0,16,jpg,横幅,cpc,600*90,直降
A252,215.6,0.0,23.999999999999996,1.8047,177.7,0.0,23,jpg,横幅,cpc,600*90,直降
A253,765.2,0.0,23.999999999999996,1.8905,120.83,0.0,6,jpg,横幅,cpc,600*90,直降
A254,257.8,0.0,21.0,1.8435,101.63,0.0,18,jpg,横幅,cpc,600*90,直降
A255,565.89,0.0,14.0,1.7371,189.85,0.0,28,jpg,横幅,cpc,600*90,直降
A256,198.03,1.0,10.0,1.8663,78.97,2.0,1,jpg,横幅,cpc,600*90,直降
A257,474.41,0.0,18.0,1.8065,86.81,0.0,19,jpg,横幅,cpc,600*90,直降
A258,365.39,0.0,4.0,1.8689,99.78,0.0,14,jpg,横幅,cpc,600*90,直降
A259,467.28,0.0,20.0,1.9663,197.13,0.0,8,jpg,横幅,cpc,600*90,直降
A260,117.98,0.0,31.0,2.0146,128.38,0.0,13,jpg,横幅,cpc,600*90,直降
A261,680.23,0.0,23.0,1.9802,149.7,0.0,20,jpg,横幅,cpc,600*90,直降
A262,51.93,0.0,19.0,1.8797,76.3,0.0,3,jpg,横幅,cpc,600*90,直降
A263,537.37,0.0,13.0,1.8393,82.17,0.0,11,jpg,横幅,cpc,600*90,直降
A264,364.77,1.0,2.9999999999999996,1.8955,96.57,2.9999999999999996,20,jpg,横幅,cpc,600*90,直降
A265,228.07,0.0,22.0,1.8451,99.91,0.0,9,jpg,横幅,cpc,600*90,直降
A266,428.28,0.0,16.0,1.7397,193.96,0.0,28,jpg,横幅,cpc,600*90,直降
A267,741.94,0.0,10.0,1.846,80.12,0.0,30,jpg,横幅,cpc,600*90,直降
A268,361.74,0.0,2.9999999999999996,1.8679,99.38,0.0,11,jpg,横幅,cpc,600*90,直降
A269,0.65,0.0,5429.000000000001,1.6429,131.13,0.0,10,jpg,横幅,cpc,600*90,直降
A270,180.05,0.0,23.999999999999996,2.2217,169.44,0.0,11,jpg,横幅,cpc,600*90,直降
A271,498.19,0.0,27.0,1.8619,123.98,0.0,16,jpg,横幅,cpc,600*90,直降
A272,478.65,0.0,28.999999999999996,1.7664,158.25,0.0,11,jpg,横幅,cpc,600*90,直降
A273,1032.75,0.0,26.0,1.8981,116.3,0.0,13,jpg,横幅,cpc,600*90,直降
A274,263.58,0.0,28.0,1.9906,195.62,0.0,1,jpg,横幅,cpc,600*90,直降
A275,75.0,0.0,20.0,2.039,143.59,0.0,23,jpg,横幅,cpc,600*90,直降
A276,473.33,1.0,23.999999999999996,1.741,208.98,0.0,18,jpg,横幅,cpc,600*90,直降
A277,189.59,0.0,23.0,2.0546,176.67,0.0,6,jpg,横幅,cpc,600*90,直降
A278,290.83,0.0,14.0,1.7971,85.86,0.0,25,jpg,横幅,cpc,600*90,打折
A279,318.47,1.0,8.0,1.8577,77.19,2.0,10,jpg,横幅,cpc,600*90,打折
A280,271.14,0.0,4.0,1.9033,98.79,4.0,9,jpg,横幅,cpc,600*90,打折
A281,543.34,0.0,20.0,1.9942,191.28,0.0,20,jpg,横幅,cpc,600*90,打折
A282,138.79,0.0,21.0,2.0325,125.49,0.0,11,jpg,横幅,cpc,600*90,打折
A283,367.32,0.0,27.0,1.927,137.48,1.0,10,jpg,横幅,cpc,600*90,打折
A383,24.82,22.0,761.0,3.0297,308.71,92.0,11,jpg,横幅,cpc,600*90,直降
A42,617.68,0.0,21.0,1.1434,147.66,0.0,7,jpg,横幅,cpc,600*90,直降
A43,810.12,1.0,19.0,1.1485,77.19,1.0,12,jpg,横幅,cpc,600*90,直降
A44,5.47,0.0,0.0,1.5504,261.59,22.0,9,gif,横幅,cpc,600*90,直降
A512,1.97,0.0,0.0,1.3858,2.26,0.0,30,jpg,横幅,cpc,600*90,直降
A513,1.97,0.0,0.0,1.3756,1.93,0.0,26,jpg,横幅,cpc,600*90,直降
A514,1.95,0.0,0.0,1.3846,2.41,0.0,5,jpg,横幅,cpc,600*90,直降
A515,1.98,0.0,0.0,1.3838,2.38,0.0,6,jpg,横幅,cpc,600*90,直降
A516,1.97,0.0,0.0,1.3807,2.44,0.0,21,jpg,横幅,cpc,600*90,直降
A517,1.97,0.0,0.0,1.3807,2.35,0.0,7,jpg,横幅,cpc,600*90,直降
A518,1.97,0.0,0.0,1.3807,2.69,0.0,17,jpg,横幅,cpc,600*90,直降
A519,1.96,0.0,0.0,1.3827,2.47,0.0,3,jpg,横幅,cpc,600*90,直降
A520,1.96,0.0,0.0,1.3878,2.85,0.0,6,jpg,横幅,cpc,600*90,直降
A521,1.98,0.0,0.0,1.3838,2.46,0.0,5,jpg,横幅,cpc,600*90,直降
A522,1.98,0.0,0.0,1.3687,2.43,0.0,30,jpg,横幅,cpc,600*90,直降
A523,1.96,0.0,0.0,1.3827,2.52,0.0,8,jpg,横幅,cpc,600*90,直降
A524,1.98,0.0,0.0,1.3838,2.38,0.0,25,jpg,横幅,cpc,600*90,直降
A525,1.98,0.0,0.0,1.3737,2.32,0.0,4,jpg,横幅,cpc,600*90,直降
A526,1.98,0.0,0.0,1.3788,1.93,0.0,26,jpg,横幅,cpc,600*90,直降
A527,1.98,0.0,0.0,1.3737,2.08,0.0,22,jpg,横幅,cpc,600*90,直降
A528,1.97,0.0,0.0,1.3807,2.57,0.0,4,jpg,横幅,cpc,600*90,直降
A529,1.98,0.0,0.0,1.3687,2.39,0.0,18,jpg,横幅,cpc,600*90,直降
A530,1.95,0.0,0.0,1.3846,2.7,0.0,9,jpg,横幅,cpc,600*90,直降
A531,1.99,0.0,0.0,1.3819,2.38,0.0,29,jpg,横幅,cpc,600*90,直降
A532,1.99,0.0,0.0,1.3769,2.54,0.0,9,jpg,横幅,cpc,600*90,直降
A533,1.95,0.0,0.0,1.3846,2.28,0.0,9,jpg,横幅,cpc,600*90,直降
A534,1.99,0.0,0.0,1.3819,2.45,0.0,1,jpg,横幅,cpc,600*90,直降
A535,1.99,0.0,0.0,1.3819,1.95,0.0,15,jpg,横幅,cpc,600*90,直降
A536,1.98,0.0,0.0,1.3889,2.32,0.0,5,jpg,横幅,cpc,600*90,直降
A537,1.97,0.0,0.0,1.3807,2.57,0.0,21,jpg,横幅,cpc,600*90,直降
A538,1.99,0.0,0.0,1.3769,2.15,0.0,3,jpg,横幅,cpc,600*90,直降
A539,1.97,0.0,0.0,1.3858,2.73,0.0,3,jpg,横幅,cpc,600*90,直降
A540,1.98,0.0,0.0,1.3788,1.99,0.0,28,jpg,横幅,cpc,600*90,直降
A541,1.98,0.0,0.0,1.3788,1.87,0.0,30,jpg,横幅,cpc,600*90,直降
A542,1.97,0.0,0.0,1.3706,1.95,0.0,12,jpg,横幅,cpc,600*90,直降
A543,1.98,0.0,0.0,1.3889,1.99,0.0,26,jpg,横幅,cpc,600*90,直降
A544,1.99,0.0,0.0,1.3869,1.77,0.0,3,jpg,横幅,cpc,600*90,直降
A545,1.97,0.0,0.0,1.3858,2.16,0.0,22,jpg,横幅,cpc,600*90,直降
A546,1.96,0.0,0.0,1.3776,2.23,0.0,10,jpg,横幅,cpc,600*90,直降
A547,1.98,0.0,0.0,1.3838,2.26,0.0,15,jpg,横幅,cpc,600*90,直降
A548,1.97,0.0,0.0,1.3807,1.78,0.0,9,jpg,横幅,cpc,600*90,满赠
A549,1.93,0.0,0.0,1.3834,1.64,0.0,21,jpg,横幅,cpc,600*90,满赠
A570,1291.11,28.0,95.99999999999999,2.515,415.74,31.0,16,jpg,横幅,cpc,600*90,直降
A571,1738.51,39.0,32.0,1.6265,371.22,14.0,19,jpg,横幅,cpc,600*90,直降
A572,220.92,28.0,72.0,1.8516,362.49,20.0,21,jpg,横幅,cpc,600*90,直降
A573,53.48,9.0,120.0,1.5774,303.9,22.0,5,jpg,横幅,cpc,600*90,满赠
A574,6.52,66.0,160.0,3.8404,472.56,55.0,1,jpg,横幅,cpc,600*90,满赠
A575,114.47,62.0,159.0,2.857,377.61,38.0,22,jpg,横幅,cpc,600*90,满赠
A576,28.69,2.9999999999999996,95.0,2.2779,368.38,23.0,10,jpg,横幅,cpc,600*90,满赠
A577,116.84,22.0,81.0,2.7337,308.91,37.0,18,jpg,横幅,cpc,600*90,满赠
A578,10.16,31.0,176.0,6.204,470.76,166.0,30,jpg,横幅,cpc,600*90,满返
A579,5.92,0.0,364.0,2.9367,398.58,36.0,25,jpg,横幅,cpc,600*90,满返
A580,165.79,27.0,42.0,2.2885,354.68,28.999999999999996,25,jpg,横幅,cpc,600*90,满返
A581,164.69,22.0,218.0,2.3847,364.85,40.0,3,jpg,横幅,cpc,600*90,满返
A582,225.59,17.0,139.0,2.3273,347.66,27.0,4,jpg,横幅,cpc,600*90,满返
A583,18.63,20.0,138.0,1.8717,388.38,19.0,21,jpg,横幅,cpc,600*90,满返
A584,17.28,39.0,112.0,2.2847,379.8,19.0,22,jpg,横幅,cpc,600*90,满返
A585,44.07,53.0,141.0,2.0799,402.74,18.0,1,jpg,横幅,cpc,600*90,满返
A586,28.77,10.0,40.0,2.2984,311.59,35.0,1,jpg,横幅,cpc,600*90,满返
A587,27.17,54.0,306.0,2.6977,407.39,52.0,9,jpg,横幅,cpc,600*90,满返
A588,152.97,35.0,208.0,3.6382,391.23,57.99999999999999,22,jpg,横幅,cpc,600*90,满返
A589,130.41,84.0,214.99999999999997,3.9953,399.94,89.0,1,jpg,横幅,cpc,600*90,满返
A590,212.86,47.0,34.0,2.6839,222.59,31.0,26,jpg,横幅,cpc,600*90,满返
A591,3.38,28.999999999999996,0.0,3.6532,254.91,56.0,9,jpg,横幅,cpc,600*90,满返
A592,49.17,45.0,39.0,3.0582,370.45,43.0,22,jpg,横幅,cpc,600*90,满返
A593,88.94,99.00000000000001,182.0,3.4988,352.99,32.0,1,jpg,横幅,cpc,600*90,满返
A594,568.39,27.0,179.0,3.4610000000000003,389.42,44.0,13,jpg,横幅,cpc,600*90,满返
A595,152.9,17.0,137.0,2.485,370.96,32.0,7,jpg,横幅,cpc,600*90,满返
A596,77.32,11.0,143.0,2.3613,294.53,13.0,30,jpg,横幅,cpc,600*90,满返
A597,80.18,19.0,124.0,2.2023,372.06,23.999999999999996,19,jpg,横幅,cpc,600*90,满返
A598,66.93,14.0,151.0,2.2574,355.74,21.0,19,jpg,横幅,cpc,600*90,满返
A599,13.23,35.0,214.99999999999997,3.6223,387.24,92.0,4,jpg,横幅,cpc,600*90,满返
A600,59.75,16.0,184.0,1.8876,312.8,14.0,9,jpg,横幅,cpc,600*90,满返
A601,1496.41,15.0,64.0,1.6607,381.72,28.999999999999996,12,jpg,横幅,cpc,600*90,满返
A602,56.51,7.0,191.0,1.0501,317.5,0.0,23,jpg,横幅,cpc,600*90,满返
A603,141.42,0.0,77.0,1.0307,443.16,0.0,24,jpg,横幅,cpc,600*90,满返
A604,85.36,10.0,128.0,1.7968,358.04,23.0,17,jpg,横幅,cpc,600*90,满返
A605,238.17,11.0,94.0,1.5522,373.64,17.0,10,jpg,横幅,cpc,600*90,满返
A606,128.47,37.0,202.0,2.8795,451.55,71.0,4,jpg,横幅,cpc,600*90,满返
A607,160.7,14.0,88.0,1.6137,409.33,13.0,11,jpg,横幅,cpc,600*90,满返
A608,99.94,9.0,67.0,1.3371,330.23,13.0,12,jpg,横幅,cpc,600*90,满返
A609,273.33,7.0,74.0,1.4469,416.74,13.0,28,jpg,横幅,cpc,600*90,满返
A610,200.65,9.0,78.0,1.4506,333.16,20.0,20,jpg,横幅,cpc,600*90,满返
A611,61.51,21.0,97.0,2.468,396.4,36.0,15,jpg,横幅,cpc,600*90,满返
A612,775.72,9.0,78.0,1.2177,361.88,4.0,14,jpg,横幅,cpc,600*90,满返
A613,156.17,20.0,98.0,1.4167,356.71,11.0,11,jpg,横幅,cpc,600*90,满返
A614,275.84,2.0,83.0,1.1308,249.53,1.0,12,jpg,横幅,cpc,600*90,满返
A615,170.0,9.0,94.0,1.544,322.64,16.0,16,jpg,横幅,cpc,600*90,满返
A616,22.9,56.0,253.0,5.0489,527.38,115.0,29,jpg,横幅,cpc,600*90,满返
A617,780.58,11.0,89.0,1.3948,420.27,13.0,23,jpg,横幅,cpc,600*90,满返
A618,85.32,18.0,89.0,1.6148,437.79,16.0,21,jpg,横幅,cpc,600*90,满返
A619,131.23,1.0,88.0,1.193,296.82,5.0,8,jpg,横幅,cpc,600*90,满返
A620,179.34,56.0,176.0,2.8243,379.59,54.0,14,jpg,横幅,cpc,600*90,满返
A621,226.77,23.999999999999996,86.0,2.1403,348.25,25.0,14,jpg,横幅,cpc,600*90,满返
A622,215.31,33.0,127.0,2.4599,323.47,38.0,20,jpg,横幅,cpc,600*90,满返
A623,319.57,23.999999999999996,97.0,1.9923,395.45,23.0,30,jpg,横幅,cpc,600*90,满返
A624,285.42,33.0,118.0,2.3893,331.16,38.0,23,jpg,横幅,cpc,600*90,满返
A625,19.43,55.0,191.0,4.2362,411.64,91.0,1,jpg,横幅,cpc,600*90,满返
A626,710.28,9.0,91.0,1.3803,399.01,13.0,29,jpg,横幅,cpc,600*90,满返
A627,106.02,11.0,131.0,1.6237,390.91,18.0,6,jpg,横幅,cpc,600*90,满返
A628,266.1,7.0,87.0,1.4539,355.16,11.999999999999998,7,jpg,横幅,cpc,600*90,满返
A629,140.06,27.0,191.99999999999997,2.0499,222.81,33.0,26,jpg,横幅,cpc,600*90,满返
A630,204.56,7.0,83.0,1.5727,212.32,9.0,25,jpg,横幅,cpc,600*90,满返
A631,147.75,15.0,95.99999999999999,1.7112,220.04,17.0,22,jpg,横幅,cpc,600*90,满返
A632,251.62,5.999999999999999,84.0,1.2753,359.75,5.0,13,jpg,横幅,cpc,600*90,满返
A633,182.16,10.0,115.0,1.6587,375.51,17.0,24,jpg,横幅,cpc,600*90,满返
A634,154.2,56.0,117.0,3.1399,336.53,49.0,13,jpg,横幅,cpc,600*90,满返
A635,2040.55,21.0,55.0,1.7619,433.43,9.0,12,jpg,横幅,cpc,600*90,满返
A636,208.57,32.0,118.0,2.2968,315.13,28.0,18,jpg,横幅,cpc,600*90,满返
A637,247.66,5.999999999999999,92.99999999999999,1.2236,369.21,7.0,26,jpg,横幅,cpc,600*90,满返
A638,209.58,0.0,71.0,1.1523,236.55,5.0,26,jpg,横幅,cpc,600*90,满返
A639,35.58,87.0,120.0,3.5187,409.15,59.0,1,jpg,横幅,cpc,600*90,满返
A640,867.45,28.0,309.0,2.0066,400.83,30.0,24,jpg,横幅,cpc,600*90,满返
A641,76.62,34.0,88.0,1.6812,360.56,13.0,26,jpg,横幅,cpc,600*90,满返
A642,118.74,1.0,94.0,1.0433,382.39,1.0,3,jpg,横幅,cpc,600*90,满返
A643,748.47,7.0,83.0,1.3365,414.1,13.0,24,jpg,横幅,cpc,600*90,满返
A644,65.04,8.0,90.00000000000001,1.1876,345.05,2.9999999999999996,16,jpg,横幅,cpc,600*90,满返
A645,220.98,2.0,92.99999999999999,1.0336,371.87,1.0,13,jpg,横幅,cpc,600*90,满返
A646,6.49,15.0,208.99999999999997,1.3851,466.05,33.0,6,jpg,横幅,cpc,600*90,满返
A647,26.45,7.0,78.0,1.5756,450.02,16.0,9,jpg,横幅,cpc,600*90,满返
A648,20.67,0.0,81.0,1.117,214.72,1.0,19,jpg,横幅,cpc,600*90,直降
A649,22.35,9.0,62.0,1.3376,443.73,9.0,1,jpg,横幅,cpc,600*90,直降
A650,147.69,37.0,178.0,2.9416,420.73,80.0,29,jpg,横幅,cpc,600*90,直降
A651,140.12,1.0,57.99999999999999,1.1674,435.32,4.0,7,jpg,横幅,cpc,600*90,直降
A652,98.58,8.0,87.0,1.3387,312.01,10.0,25,jpg,横幅,cpc,600*90,直降
A653,267.22,11.0,88.0,1.4888,426.43,17.0,22,jpg,横幅,cpc,600*90,直降
A654,164.34,16.0,81.0,1.5115,361.71,16.0,19,jpg,横幅,cpc,600*90,直降
A655,25.92,95.0,108.0,4.0993,447.26,112.0,16,jpg,横幅,cpc,600*90,直降
A656,718.35,9.0,82.0,1.3278,402.18,10.0,3,jpg,横幅,cpc,600*90,直降
A657,86.2,43.0,95.99999999999999,1.5403,368.75,11.0,23,jpg,横幅,cpc,600*90,直降
A658,312.59,17.0,101.0,1.6938,352.59,21.0,27,jpg,横幅,cpc,600*90,直降
A659,13.19,7.0,95.0,1.4861,304.86,18.0,14,jpg,横幅,cpc,600*90,直降
A660,45.88,0.0,47.0,1.4564,225.91,7.0,3,jpg,横幅,cpc,600*90,直降
A661,14.84,0.0,60.0,1.0552,433.77,2.0,5,jpg,横幅,cpc,600*90,直降
A662,20.52,10.0,67.0,1.2304,200.02,2.0,17,jpg,横幅,cpc,600*90,直降
A663,5.9,0.0,244.00000000000003,1.1433,264.29,0.0,16,jpg,横幅,cpc,600*90,直降
A664,22.24,0.0,69.0,1.3009,405.47,5.999999999999999,23,jpg,横幅,cpc,600*90,直降
A665,20.65,0.0,56.0,1.1451,236.87,0.0,18,jpg,横幅,cpc,600*90,直降
A666,23.37,0.0,57.0,1.2077,263.55,1.0,2,jpg,横幅,cpc,600*90,直降
A667,114.18,0.0,71.0,1.0223,226.18,0.0,15,jpg,横幅,cpc,600*90,直降
A668,638.17,0.0,77.0,1.036,326.5,1.0,22,jpg,横幅,cpc,600*90,直降
A669,64.07,2.0,56.0,1.0304,268.66,0.0,10,jpg,横幅,cpc,600*90,直降
A670,216.22,1.0,85.0,1.0311,379.29,1.0,26,jpg,横幅,cpc,600*90,直降
A716,768.57,22.0,480.99999999999994,3.5344,173.44,55.0,11,jpg,横幅,cpc,600*90,直降
A718,3493.69,4.0,59.0,2.5226,131.92,9.0,12,jpg,横幅,cpc,600*90,直降
A719,12.5,0.0,202.0,2.2552,310.34,61.00000000000001,27,jpg,横幅,cpc,600*90,直降
A720,2010.3,7.0,165.0,2.9561,78.74,11.999999999999998,12,jpg,横幅,cpc,600*90,直降
A721,3.65,0.0,0.0,2.6822,46.35,0.0,23,jpg,横幅,cpc,600*90,直降
A725,371.45,2.9999999999999996,112.0,1.1378,322.56,5.0,26,jpg,横幅,cpc,600*90,直降
A726,4.36,200.0,40.0,3.2395,393.26,246.0,3,jpg,横幅,cpc,600*90,直降
A727,61.36,2.9999999999999996,92.0,1.4175,219.99,1.0,27,jpg,横幅,cpc,600*90,直降
A728,63.19,0.0,117.0,1.4318,182.71,0.0,27,jpg,横幅,cpc,600*90,直降
A729,41.97,0.0,17.0,2.2348,147.56,0.0,26,jpg,横幅,cpc,600*90,直降
A730,127.32,1.0,65.0,1.1318,333.48,1.0,24,jpg,横幅,cpc,600*90,直降
A731,102.68,1.0,69.99999999999999,1.1007,350.83,0.0,29,jpg,横幅,cpc,600*90,直降
A732,87.89,4.0,152.0,1.4067,214.85,1.0,2,jpg,横幅,cpc,600*90,直降
A733,25.46,0.0,159.0,1.4573,148.43,0.0,17,jpg,横幅,cpc,600*90,直降
A734,31.91,0.0,55.0,1.0897,310.99,1.0,3,jpg,横幅,cpc,600*90,直降
A735,11.22,0.0,121.0,1.0761,271.63,0.0,2,jpg,横幅,cpc,600*90,直降
A736,86.56,0.0,94.0,1.1302,299.21,5.999999999999999,12,jpg,横幅,cpc,600*90,直降
A737,29.16,2.9999999999999996,108.0,1.3902,212.71,1.0,15,jpg,横幅,cpc,600*90,直降
A738,8.43,0.0,156.0,1.4589,119.47,0.0,23,jpg,横幅,cpc,600*90,直降
A739,88.43,1.0,72.0,1.1156,298.95,1.0,30,jpg,横幅,cpc,600*90,直降
A740,100.83,1.0,62.0,1.11,306.65,1.0,16,jpg,横幅,cpc,600*90,直降
A741,516.51,2.9999999999999996,89.0,1.1104,336.76,2.9999999999999996,13,jpg,横幅,cpc,600*90,直降
A742,20.22,5.0,130.0,1.4755,208.7,1.0,24,jpg,横幅,cpc,600*90,直降
A743,20.48,14.0,110.0,1.4768,124.3,1.0,30,jpg,横幅,cpc,600*90,直降
A744,72.68,5.999999999999999,122.00000000000001,1.645,175.94,0.0,22,jpg,横幅,cpc,600*90,直降
A745,20.71,5.0,137.0,1.6322,105.84,1.0,12,jpg,横幅,cpc,600*90,直降
A746,103.42,0.0,79.00000000000001,1.1083,309.93,0.0,23,jpg,横幅,cpc,600*90,直降
A747,78.84,9.0,55.0,1.1112,340.94,1.0,21,jpg,横幅,cpc,600*90,直降
A748,227.98,4.0,104.0,1.1066,288.38,2.0,3,jpg,横幅,cpc,600*90,直降
A749,77.3,0.0,135.0,1.3842,216.8,0.0,25,jpg,横幅,cpc,600*90,直降
A750,88.85,0.0,106.0,1.4039,229.3,2.9999999999999996,23,jpg,横幅,cpc,600*90,直降
A751,45.53,2.0,128.0,1.5607,205.1,1.0,6,jpg,横幅,cpc,600*90,直降
A752,100.35,0.0,69.0,1.118,305.18,2.0,3,jpg,横幅,cpc,600*90,直降
A753,76.59,0.0,43.0,1.1212,295.79,0.0,6,jpg,横幅,cpc,600*90,直降
A754,564.96,2.9999999999999996,92.0,1.1189,340.37,2.9999999999999996,11,jpg,横幅,cpc,600*90,直降
A755,3.69,250.0,159.0,3.2568,370.63,213.0,22,jpg,横幅,cpc,600*90,直降
A756,0.54,120.0,0.0,5.988,785.16,882.0,26,jpg,横幅,cpc,600*90,直降
A757,93.25,0.0,49.0,1.1037,300.77,1.0,8,jpg,横幅,cpc,600*90,直降
A758,38.13,0.0,52.0,1.0733,280.93,0.0,27,jpg,横幅,cpc,600*90,直降
A759,138.69,0.0,68.0,1.1093,322.23,1.0,7,jpg,横幅,cpc,600*90,直降
A76,2.42,156.0,5826.0,3.1215,393.69,79.00000000000001,20,jpg,横幅,cpc,600*90,直降
A760,103.66,2.9999999999999996,59.0,1.1234,319.47,2.9999999999999996,18,jpg,横幅,cpc,600*90,直降
A761,421.81,2.0,97.0,1.1094,319.94,2.0,29,jpg,横幅,cpc,600*90,直降
A762,16.11,0.0,102.00000000000001,1.3539,286.76,0.0,18,jpg,横幅,cpc,600*90,直降
A763,46.16,0.0,123.0,1.3923,190.95,0.0,11,jpg,横幅,cpc,600*90,直降
A764,21.02,0.0,52.0,1.5407,63.4,0.0,27,jpg,横幅,cpc,600*90,直降
A77,12.61,23.0,63.0,1.1002,350.83,2.0,28,jpg,横幅,cpc,600*90,直降
A78,0.72,0.0,135.0,1.4595,186.73,33.0,23,jpg,横幅,cpc,600*90,直降
A79,0.81,0.0,0.0,1.6667,269.47,59.0,11,jpg,横幅,cpc,600*90,直降
A80,18.17,11.0,16.0,1.2751,125.33,8.0,17,jpg,横幅,cpc,600*90,直降
A81,3.85,51.00000000000001,26.0,1.6394,200.86,49.0,17,jpg,横幅,cpc,600*90,直降
A82,3.0,0.0,0.0,1.4885,180.85,23.999999999999996,13,jpg,横幅,cpc,600*90,直降
A825,0.81,0.0,0.0,1.8519,50.1,0.0,21,gif,横幅,cpc,600*90,直降
A827,4.42,0.0,0.0,98.9799,4450.83,0.0,29,gif,横幅,cpc,600*90,直降
A83,2.02,0.0,0.0,1.4683,284.36,94.0,16,jpg,横幅,cpc,600*90,直降
A84,2.6,76.0,0.0,1.7443,319.58,0.0,24,jpg,横幅,cpc,600*90,直降
